id,happy,sad,angry,disgust,surprise,fear
143,1.5714285714285714,3.1071428571428568,4.0,4.607142857142857,3.7142857142857135,4.571428571428571
144,1.490909090909091,2.109090909090909,9.036363636363637,4.6,2.036363636363636,3.0727272727272728
145,2.95,4.425,3.925,4.525,1.725,2.325
146,3.215686274509804,3.333333333333333,4.8431372549019605,4.450980392156863,2.5098039215686274,2.7254901960784315
147,2.075,1.675,5.8,4.075,3.15,3.05
148,5.483870967741934,3.2903225806451615,3.70967741935484,3.0967741935483866,2.2903225806451615,1.9677419354838708
149,1.5,2.45,2.9,3.35,2.05,2.85
150,2.878787878787879,3.0,5.212121212121212,4.03030303030303,1.6666666666666667,2.8181818181818183
151,2.458333333333333,2.208333333333333,3.875,2.9166666666666665,3.25,2.208333333333333
152,2.230769230769231,1.9230769230769231,9.461538461538463,4.461538461538462,2.5961538461538463,2.5
153,4.434782608695652,2.782608695652174,3.0434782608695654,3.5217391304347827,2.4782608695652173,2.391304347826087
154,2.3875,1.3375,7.6625,5.05,3.475,2.825
155,2.377049180327869,1.7418032786885247,6.758196721311475,5.8770491803278695,2.9631147540983607,2.8442622950819683
156,3.1538461538461537,1.6923076923076923,5.569230769230769,3.8923076923076922,3.015384615384616,2.9846153846153847
157,2.0,2.7058823529411766,4.0588235294117645,3.7352941176470575,4.705882352941177,4.147058823529412
158,1.0,2.3,8.2,3.9,1.9,3.0
159,1.4848484848484849,1.8787878787878791,5.03030303030303,7.575757575757576,2.484848484848485,3.303030303030303
160,1.7,4.133333333333334,6.933333333333334,5.466666666666668,2.333333333333333,2.7
161,2.055555555555556,3.7777777777777777,4.4444444444444455,4.0,4.388888888888889,3.5
162,1.5416666666666667,2.25,5.625,3.5416666666666665,1.625,2.2916666666666665
163,3.3125,2.59375,4.875,3.75,2.1875,2.375
164,2.45,3.4,4.975,3.775,3.475,2.75
165,2.888888888888889,2.5277777777777777,8.833333333333334,3.4444444444444446,1.75,2.0
166,1.6081081081081081,1.5810810810810811,6.648648648648647,6.621621621621622,1.8243243243243243,2.5945945945945947
167,2.5,2.36,3.4,5.84,3.78,3.12
168,2.342857142857143,2.6285714285714294,5.7714285714285705,4.742857142857143,2.2,2.5714285714285716
169,1.5609756097560976,2.609756097560976,6.2926829268292686,4.512195121951219,1.6097560975609757,2.975609756097561
170,2.765957446808511,3.297872340425532,5.0212765957446805,4.914893617021278,2.617021276595745,3.2553191489361697
171,1.475,5.125,4.85,5.475,1.725,2.75
172,1.65625,2.5625,7.0,4.25,2.34375,2.84375
173,3.125,3.4,4.375,4.2,1.7,3.35
174,1.7142857142857142,2.7142857142857144,9.0,4.761904761904762,1.4047619047619049,1.9523809523809523
175,2.347826086956522,3.565217391304348,4.5,3.3260869565217392,2.8043478260869565,3.369565217391304
176,3.882352941176471,2.117647058823529,5.470588235294118,3.0294117647058822,2.5294117647058822,2.235294117647059
177,2.833333333333333,2.033333333333333,4.6,4.8,2.933333333333333,3.0
178,2.0357142857142856,2.107142857142857,5.214285714285714,5.946428571428571,2.6607142857142856,2.7142857142857144
179,2.7,2.78,4.54,3.84,2.66,1.86
180,2.183673469387754,2.8571428571428568,4.714285714285714,5.061224489795919,2.7755102040816326,2.8979591836734686
181,3.2,2.290909090909091,4.0,4.581818181818182,3.109090909090909,3.0727272727272728
182,1.9523809523809523,2.0714285714285716,5.8809523809523805,3.9047619047619047,3.1904761904761907,3.333333333333333
183,2.6333333333333333,2.6166666666666667,4.766666666666667,4.766666666666667,2.816666666666667,2.6
184,2.4166666666666665,2.8055555555555562,6.8611111111111125,3.0,2.833333333333333,2.9722222222222223
185,2.2,2.7666666666666666,3.533333333333333,3.6666666666666665,3.2,2.6333333333333333
186,1.3157894736842106,3.0526315789473686,3.5,4.2631578947368425,4.105263157894736,4.078947368421051
187,2.056603773584906,1.0754716981132075,9.09433962264151,7.320754716981133,2.0,1.962264150943396
188,2.9761904761904763,2.0476190476190474,5.8809523809523805,4.785714285714286,2.357142857142857,2.738095238095238
189,2.3023255813953494,2.372093023255814,7.116279069767443,5.883720930232557,1.9534883720930232,2.3953488372093017
190,1.88,3.68,6.08,5.92,3.68,3.36
191,2.32,2.44,5.64,4.52,2.28,3.32
192,2.4838709677419355,2.7096774193548385,4.161290322580645,4.161290322580645,2.6129032258064515,3.419354838709677
193,1.065217391304348,3.0434782608695654,6.956521739130435,4.913043478260869,2.0869565217391304,3.0869565217391304
194,2.0285714285714285,2.5714285714285716,6.542857142857143,4.342857142857143,2.8857142857142857,3.1142857142857143
195,3.5161290322580645,1.6451612903225807,5.161290322580643,4.935483870967742,2.0,2.5483870967741935
196,2.4444444444444446,2.6296296296296298,5.37037037037037,4.851851851851851,2.740740740740741,2.814814814814815
197,2.44,3.56,4.8,3.48,2.76,2.96
198,1.4565217391304348,2.1739130434782608,9.543478260869565,3.239130434782609,1.5217391304347827,2.0217391304347827
199,2.0933333333333333,2.3066666666666658,4.88,5.706666666666668,2.6666666666666665,3.066666666666667
200,2.07843137254902,2.2745098039215685,5.764705882352941,6.9215686274509824,2.2941176470588243,2.8039215686274512
201,3.4418604651162785,1.3255813953488371,5.7441860465116275,3.6279069767441854,4.069767441860465,2.9069767441860463
202,2.5217391304347827,2.565217391304348,6.413043478260869,4.260869565217392,2.282608695652174,2.108695652173913
203,2.7966101694915246,2.220338983050848,10.372881355932204,4.016949152542373,1.4745762711864407,1.915254237288136
204,2.5,3.138888888888889,6.3611111111111125,3.888888888888889,2.0,1.9722222222222223
205,2.2222222222222223,3.055555555555556,5.277777777777779,4.916666666666667,1.9722222222222223,2.0
206,2.0,2.833333333333333,4.7,3.966666666666667,2.3666666666666667,3.3
207,1.8947368421052635,2.5526315789473686,5.131578947368421,5.2631578947368425,2.263157894736842,2.8947368421052637
208,2.619047619047619,3.3809523809523814,3.952380952380953,3.809523809523808,2.333333333333333,2.8095238095238093
209,2.392857142857143,4.035714285714286,3.928571428571429,3.8571428571428568,2.642857142857143,3.0357142857142856
210,2.1794871794871797,3.3076923076923075,3.948717948717949,3.615384615384616,2.769230769230769,3.051282051282051
211,2.9411764705882355,1.3529411764705883,6.529411764705883,4.235294117647058,1.4117647058823528,1.6470588235294117
212,1.851851851851852,2.4444444444444446,6.888888888888888,4.62962962962963,2.7777777777777777,2.6666666666666665
213,2.088235294117647,1.8235294117647056,7.4411764705882355,4.735294117647058,4.117647058823529,4.0
214,3.5384615384615383,1.948717948717949,5.384615384615384,4.717948717948718,2.5641025641025643,3.2564102564102564
215,1.8333333333333333,5.571428571428571,7.6190476190476195,4.976190476190476,1.8571428571428568,1.9285714285714288
216,3.7,3.0,3.2666666666666666,2.533333333333333,3.333333333333333,1.8166666666666669
217,4.72463768115942,3.0144927536231885,3.3043478260869565,3.1594202898550723,4.9275362318840585,2.4782608695652173
218,3.1,3.0,3.9,2.7333333333333334,3.033333333333333,3.1666666666666665
219,2.4444444444444446,2.6296296296296298,5.37037037037037,4.851851851851851,2.740740740740741,2.814814814814815
220,3.882352941176471,2.117647058823529,5.470588235294118,3.0294117647058822,2.5294117647058822,2.235294117647059
221,4.542857142857144,2.4142857142857137,3.928571428571429,2.1142857142857143,3.3571428571428568,2.2857142857142856
222,1.0,4.652173913043479,6.478260869565218,5.695652173913044,2.608695652173913,3.9565217391304346
223,3.0212765957446814,2.8085106382978724,6.531914893617022,3.1063829787234036,2.7872340425531914,2.6808510638297878
224,1.4634146341463414,2.0975609756097557,5.902439024390246,5.048780487804878,2.8292682926829267,3.829268292682927
225,1.1724137931034482,4.862068965517241,5.137931034482759,4.310344827586206,2.3448275862068964,3.1379310344827585
226,1.3947368421052628,2.3421052631578947,8.342105263157897,4.605263157894737,1.5263157894736843,3.684210526315789
227,2.4788732394366195,1.6056338028169015,5.788732394366198,5.521126760563378,3.2957746478873235,3.746478873239437
228,1.4347826086956519,3.695652173913044,4.260869565217392,4.869565217391305,3.391304347826087,5.130434782608695
229,2.673469387755102,2.346938775510204,5.081632653061225,4.530612244897959,3.2244897959183683,4.428571428571429
230,3.1555555555555554,2.6444444444444444,4.8,4.2222222222222205,2.9555555555555566,2.7333333333333334
231,1.8378378378378384,2.5675675675675675,5.864864864864867,3.4054054054054053,3.1621621621621623,2.810810810810811
232,2.2093023255813957,1.930232558139535,6.604651162790698,4.3023255813953485,3.255813953488372,2.7674418604651163
233,2.4411764705882355,2.485294117647059,5.647058823529411,5.735294117647059,2.1323529411764706,2.397058823529412
234,2.1875,1.6875,7.21875,3.84375,1.4375,2.21875
235,1.6071428571428572,1.8035714285714288,7.321428571428571,4.839285714285714,2.357142857142857,2.642857142857143
236,2.3472222222222223,1.375,9.291666666666666,7.458333333333332,2.1944444444444446,2.375
237,2.477272727272727,1.9090909090909087,8.227272727272727,4.681818181818182,4.0227272727272725,3.590909090909092
238,1.8113207547169807,3.0943396226415096,8.528301886792454,5.056603773584905,1.5660377358490567,1.7735849056603774
239,2.0923076923076924,2.569230769230769,5.307692307692308,3.4923076923076923,3.1230769230769235,3.0461538461538464
240,1.9387755102040816,2.5306122448979598,6.469387755102041,5.2653061224489806,2.5510204081632653,3.0408163265306123
241,5.064516129032258,2.161290322580645,5.161290322580643,4.67741935483871,3.0645161290322585,2.6129032258064515
242,1.0416666666666667,1.7916666666666667,5.083333333333333,5.541666666666668,1.9583333333333333,3.125
243,3.2432432432432434,3.6216216216216215,5.405405405405406,4.243243243243243,2.4864864864864864,2.216216216216216
244,2.227272727272727,1.0,5.7727272727272725,4.909090909090909,1.818181818181818,3.0454545454545454
245,3.0297029702970297,1.6732673267326732,6.128712871287129,6.445544554455446,2.514851485148516,2.623762376237624
246,2.0285714285714285,2.571428571428572,6.542857142857143,4.342857142857143,2.8857142857142857,3.1142857142857143
247,2.8421052631578947,3.657894736842105,4.473684210526316,3.973684210526317,2.026315789473684,2.394736842105264
248,2.914438502673797,1.502673796791444,8.256684491978609,5.2780748663101615,2.5668449197860963,2.3101604278074865
249,2.555555555555556,2.066666666666667,6.177777777777778,4.888888888888889,2.1111111111111107,2.2666666666666666
250,2.2674897119341564,1.5226337448559668,7.917695473251027,5.522633744855965,3.1358024691358017,3.0452674897119336
251,3.136363636363636,3.0454545454545454,3.7954545454545454,3.9090909090909087,3.1590909090909087,3.5681818181818183
252,1.5,4.076923076923077,5.269230769230768,4.153846153846153,2.423076923076924,2.3846153846153846
253,1.5882352941176472,3.3235294117647056,6.352941176470589,4.852941176470588,2.088235294117647,2.9411764705882355
254,1.8888888888888888,2.1111111111111107,7.133333333333334,4.755555555555556,2.533333333333333,2.4
255,2.7073170731707314,3.5853658536585367,5.634146341463414,3.829268292682927,3.4390243902439024,2.7073170731707314
256,3.310344827586207,2.5517241379310347,3.5172413793103448,3.9655172413793123,3.4137931034482767,3.5517241379310347
257,1.3055555555555556,2.0,5.972222222222222,4.333333333333333,2.083333333333333,4.0
258,1.6470588235294117,2.735294117647059,3.117647058823529,4.294117647058823,3.5294117647058822,4.882352941176472
259,1.8571428571428568,3.678571428571429,5.25,4.357142857142857,2.0357142857142856,3.071428571428572
260,2.8260869565217392,2.1739130434782608,3.782608695652174,5.0,3.0869565217391304,2.6956521739130435
261,6.7368421052631575,3.3421052631578947,2.9473684210526314,1.868421052631579,4.315789473684212,1.973684210526316
262,2.5,3.928571428571429,5.053571428571429,3.7142857142857135,2.625,2.8571428571428568
263,1.5609756097560976,2.609756097560976,6.2926829268292686,4.512195121951219,1.6097560975609757,2.975609756097561
264,4.6923076923076925,2.1538461538461537,5.246153846153846,3.723076923076924,2.8461538461538463,1.969230769230769
265,1.95,2.95,6.65,4.75,1.9,2.5
266,2.515151515151515,6.151515151515151,3.8484848484848486,3.6666666666666665,2.575757575757576,2.4545454545454546
267,2.1481481481481484,4.481481481481481,2.703703703703704,4.2222222222222205,2.185185185185185,2.851851851851852
268,2.2333333333333334,3.7,6.833333333333332,4.066666666666666,1.6333333333333333,2.1666666666666665
269,3.2156862745098036,3.333333333333333,4.8431372549019605,4.450980392156863,2.5098039215686274,2.7254901960784315
270,1.6666666666666667,2.9696969696969697,5.9393939393939394,3.333333333333333,2.272727272727273,2.8181818181818183
271,2.0416666666666665,3.208333333333333,4.958333333333333,3.7916666666666665,2.4166666666666665,3.7083333333333335
272,3.1538461538461537,1.6923076923076923,5.569230769230769,3.892307692307692,3.015384615384616,2.9846153846153847
273,1.807692307692308,2.9230769230769242,5.269230769230768,4.461538461538462,2.230769230769231,2.6153846153846154
274,2.952380952380953,2.7142857142857144,4.238095238095238,3.3809523809523814,2.6666666666666665,2.571428571428572
275,2.19672131147541,2.622950819672131,6.885245901639344,3.704918032786885,2.4918032786885247,2.459016393442623
276,2.863636363636364,2.409090909090909,5.0227272727272725,6.4318181818181825,1.7954545454545454,2.113636363636364
277,1.7307692307692308,3.1923076923076925,6.230769230769233,5.038461538461538,1.7307692307692308,2.0384615384615383
278,2.6326530612244903,3.5306122448979598,4.7346938775510194,4.204081632653061,2.7551020408163267,2.3877551020408165
279,2.8181818181818183,1.690909090909091,6.545454545454546,3.6727272727272733,2.8,2.4363636363636365
280,2.4375,2.28125,6.78125,3.78125,3.125,3.53125
281,3.806451612903226,1.9677419354838708,9.677419354838714,3.3870967741935485,2.4838709677419355,1.6129032258064515
282,1.7045454545454546,2.113636363636364,5.590909090909091,4.909090909090909,1.9318181818181817,2.6818181818181817
283,2.8135593220338984,1.8135593220338984,6.491525423728813,6.084745762711862,2.3389830508474576,2.983050847457627
284,2.4166666666666665,2.805555555555556,6.8611111111111125,3.0,2.833333333333333,2.9722222222222223
285,3.4117647058823533,2.1372549019607843,3.4705882352941178,4.470588235294118,3.0980392156862746,2.7058823529411766
286,1.9230769230769231,2.6153846153846154,5.230769230769232,4.384615384615385,2.6153846153846154,2.2820512820512806
287,1.6575342465753424,1.7808219178082192,7.054794520547945,4.369863013698629,3.191780821917808,3.1232876712328768
288,1.574468085106383,2.1702127659574466,7.148936170212767,5.574468085106383,1.5319148936170213,2.5106382978723403
289,2.833333333333333,2.033333333333333,4.6,4.8,2.933333333333333,3.0
