,Position,Track Name,Artist,Streams,URL,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
105,106,Mood (feat. iann dior),24kGoldn,226691,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq,0.221,https://api.spotify.com/v1/audio-analysis/3tjFYV6RSFtuktYl3ZtYcq,0.7,140526,0.722,3tjFYV6RSFtuktYl3ZtYcq,0.0,7,0.272,-3.558,0,0.0369,90.989,4,https://api.spotify.com/v1/tracks/3tjFYV6RSFtuktYl3ZtYcq,audio_features,spotify:track:3tjFYV6RSFtuktYl3ZtYcq,0.756
106,107,Love To Hate Me,BLACKPINK,224149,https://open.spotify.com/track/7iKDsPfLT0d5mu2htfMKBZ,0.0368,https://api.spotify.com/v1/audio-analysis/7iKDsPfLT0d5mu2htfMKBZ,0.68,169800,0.656,7iKDsPfLT0d5mu2htfMKBZ,0.0,8,0.101,-4.539,1,0.138,162.177,4,https://api.spotify.com/v1/tracks/7iKDsPfLT0d5mu2htfMKBZ,audio_features,spotify:track:7iKDsPfLT0d5mu2htfMKBZ,0.582
107,108,また逢う日まで,HIRAIDAI,222501,https://open.spotify.com/track/3awymLmIrvn9lkJeFpmRSf,0.776,https://api.spotify.com/v1/audio-analysis/3awymLmIrvn9lkJeFpmRSf,0.472,255027,0.465,3awymLmIrvn9lkJeFpmRSf,0.0,11,0.168,-6.124,1,0.0279,78.007,4,https://api.spotify.com/v1/tracks/3awymLmIrvn9lkJeFpmRSf,audio_features,spotify:track:3awymLmIrvn9lkJeFpmRSf,0.377
108,109,小さな恋のうた,MONGOL800,218930,https://open.spotify.com/track/23atyJacJVHvB9RHBNhr35,0.00203,https://api.spotify.com/v1/audio-analysis/23atyJacJVHvB9RHBNhr35,0.403,222640,0.778,23atyJacJVHvB9RHBNhr35,0.0,11,0.227,-4.856,1,0.0395,115.581,4,https://api.spotify.com/v1/tracks/23atyJacJVHvB9RHBNhr35,audio_features,spotify:track:23atyJacJVHvB9RHBNhr35,0.628
109,110,MAGIC,SEKAI NO OWARI,217265,https://open.spotify.com/track/4qyGU4DyGaRobLMhpZxEMX,0.265,https://api.spotify.com/v1/audio-analysis/4qyGU4DyGaRobLMhpZxEMX,0.364,278825,0.835,4qyGU4DyGaRobLMhpZxEMX,0.00138,7,0.186,-3.709,1,0.0404,174.97,4,https://api.spotify.com/v1/tracks/4qyGU4DyGaRobLMhpZxEMX,audio_features,spotify:track:4qyGU4DyGaRobLMhpZxEMX,0.639
110,111,WANNABE,ITZY,215561,https://open.spotify.com/track/6tCssnvTUREcperDOUTqvA,0.00795,https://api.spotify.com/v1/audio-analysis/6tCssnvTUREcperDOUTqvA,0.809,191242,0.911,6tCssnvTUREcperDOUTqvA,0.000179,6,0.181,-4.41,0,0.0617,122.035,4,https://api.spotify.com/v1/tracks/6tCssnvTUREcperDOUTqvA,audio_features,spotify:track:6tCssnvTUREcperDOUTqvA,0.64
111,112,Prologue,Uru,214417,https://open.spotify.com/track/3LhiOBfTSTjfpwdElYyE8k,0.497,https://api.spotify.com/v1/audio-analysis/3LhiOBfTSTjfpwdElYyE8k,0.568,301747,0.687,3LhiOBfTSTjfpwdElYyE8k,0.0,0,0.09,-5.704,1,0.0501,85.088,4,https://api.spotify.com/v1/tracks/3LhiOBfTSTjfpwdElYyE8k,audio_features,spotify:track:3LhiOBfTSTjfpwdElYyE8k,0.304
112,113,空の青さを知る人よ,Aimyon,213965,https://open.spotify.com/track/6pHcxtpwNOIATrwHCL5WNw,0.184,https://api.spotify.com/v1/audio-analysis/6pHcxtpwNOIATrwHCL5WNw,0.575,304933,0.716,6pHcxtpwNOIATrwHCL5WNw,0.0,7,0.31,-1.97,1,0.033,107.984,4,https://api.spotify.com/v1/tracks/6pHcxtpwNOIATrwHCL5WNw,audio_features,spotify:track:6pHcxtpwNOIATrwHCL5WNw,0.635
113,114,Shape of You,Ed Sheeran,213334,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,0.581,https://api.spotify.com/v1/audio-analysis/7qiZfU4dY1lWllzX7mPBI3,0.825,233713,0.652,7qiZfU4dY1lWllzX7mPBI3,0.0,1,0.0931,-3.183,0,0.0802,95.977,4,https://api.spotify.com/v1/tracks/7qiZfU4dY1lWllzX7mPBI3,audio_features,spotify:track:7qiZfU4dY1lWllzX7mPBI3,0.931
114,115,東京フラッシュ,Vaundy,212735,https://open.spotify.com/track/6etVkKF8FAy4jXcSl8jlEO,0.00255,https://api.spotify.com/v1/audio-analysis/6etVkKF8FAy4jXcSl8jlEO,0.628,258859,0.634,6etVkKF8FAy4jXcSl8jlEO,7.24e-06,2,0.0456,-5.508,1,0.0322,97.99,4,https://api.spotify.com/v1/tracks/6etVkKF8FAy4jXcSl8jlEO,audio_features,spotify:track:6etVkKF8FAy4jXcSl8jlEO,0.606
115,116,Wasted Nights,ONE OK ROCK,211862,https://open.spotify.com/track/39LyUQIy7idLxPdsjyZsxe,0.0156,https://api.spotify.com/v1/audio-analysis/39LyUQIy7idLxPdsjyZsxe,0.556,224747,0.833,39LyUQIy7idLxPdsjyZsxe,0.0,5,0.0659,-5.29,1,0.0402,125.07,4,https://api.spotify.com/v1/tracks/39LyUQIy7idLxPdsjyZsxe,audio_features,spotify:track:39LyUQIy7idLxPdsjyZsxe,0.374
116,117,奏(かなで),Sukima Switch,208812,https://open.spotify.com/track/5RbMlPFL4gVyEHW2lEOuzG,0.553,https://api.spotify.com/v1/audio-analysis/5RbMlPFL4gVyEHW2lEOuzG,0.519,328627,0.666,5RbMlPFL4gVyEHW2lEOuzG,0.000169,10,0.0948,-6.163,1,0.0262,149.839,4,https://api.spotify.com/v1/tracks/5RbMlPFL4gVyEHW2lEOuzG,audio_features,spotify:track:5RbMlPFL4gVyEHW2lEOuzG,0.461
117,118,Angel,CHANMINA,208464,https://open.spotify.com/track/3Bkg2Jge2dDowdgpjJTz8N,0.00171,https://api.spotify.com/v1/audio-analysis/3Bkg2Jge2dDowdgpjJTz8N,0.707,190571,0.587,3Bkg2Jge2dDowdgpjJTz8N,0.0265,5,0.185,-6.042,1,0.0354,114.958,4,https://api.spotify.com/v1/tracks/3Bkg2Jge2dDowdgpjJTz8N,audio_features,spotify:track:3Bkg2Jge2dDowdgpjJTz8N,0.68
118,119,Lights,BTS,208079,https://open.spotify.com/track/3TDUktzfYXMWjkWqwoT5F1,0.156,https://api.spotify.com/v1/audio-analysis/3TDUktzfYXMWjkWqwoT5F1,0.608,292853,0.644,3TDUktzfYXMWjkWqwoT5F1,0.0,5,0.124,-5.588,1,0.0314,99.005,4,https://api.spotify.com/v1/tracks/3TDUktzfYXMWjkWqwoT5F1,audio_features,spotify:track:3TDUktzfYXMWjkWqwoT5F1,0.431
119,120,春愁,Mrs. GREEN APPLE,206781,https://open.spotify.com/track/5SHguvOUbyPTINNjCvRo8K,0.0121,https://api.spotify.com/v1/audio-analysis/5SHguvOUbyPTINNjCvRo8K,0.724,183800,0.444,5SHguvOUbyPTINNjCvRo8K,0.0,10,0.123,-4.903,1,0.0412,129.962,4,https://api.spotify.com/v1/tracks/5SHguvOUbyPTINNjCvRo8K,audio_features,spotify:track:5SHguvOUbyPTINNjCvRo8K,0.739
120,121,Stand By You,Official HIGE DANdism,206745,https://open.spotify.com/track/7Ca8EuTCyU3pjJR4TNOXqs,0.00864,https://api.spotify.com/v1/audio-analysis/7Ca8EuTCyU3pjJR4TNOXqs,0.609,256132,0.869,7Ca8EuTCyU3pjJR4TNOXqs,0.0,1,0.283,-5.129,1,0.0422,154.024,4,https://api.spotify.com/v1/tracks/7Ca8EuTCyU3pjJR4TNOXqs,audio_features,spotify:track:7Ca8EuTCyU3pjJR4TNOXqs,0.626
121,122,花束,back number,206702,https://open.spotify.com/track/3QIAwtEEDOrv0g5NKCGrXZ,0.0178,https://api.spotify.com/v1/audio-analysis/3QIAwtEEDOrv0g5NKCGrXZ,0.519,286053,0.713,3QIAwtEEDOrv0g5NKCGrXZ,0.0,2,0.353,-3.612,1,0.0324,159.963,4,https://api.spotify.com/v1/tracks/3QIAwtEEDOrv0g5NKCGrXZ,audio_features,spotify:track:3QIAwtEEDOrv0g5NKCGrXZ,0.505
122,123,僕が君に出来ること,HIRAIDAI,204125,https://open.spotify.com/track/4zYWl3eovDB7WWtbqoZH22,0.748,https://api.spotify.com/v1/audio-analysis/4zYWl3eovDB7WWtbqoZH22,0.823,207547,0.434,4zYWl3eovDB7WWtbqoZH22,0.0,11,0.428,-6.321,1,0.0745,106.06,4,https://api.spotify.com/v1/tracks/4zYWl3eovDB7WWtbqoZH22,audio_features,spotify:track:4zYWl3eovDB7WWtbqoZH22,0.687
123,124,会いたいわ,iri,203331,https://open.spotify.com/track/5g1SvaEtzlKEqre9FbPQEc,0.437,https://api.spotify.com/v1/audio-analysis/5g1SvaEtzlKEqre9FbPQEc,0.744,268320,0.557,5g1SvaEtzlKEqre9FbPQEc,2.25e-06,9,0.0578,-4.776,1,0.0971,144.006,4,https://api.spotify.com/v1/tracks/5g1SvaEtzlKEqre9FbPQEc,audio_features,spotify:track:5g1SvaEtzlKEqre9FbPQEc,0.575
124,125,パプリカ,Kenshi Yonezu,202659,https://open.spotify.com/track/5gZkspRLEDGfqKKKlW0zcv,0.303,https://api.spotify.com/v1/audio-analysis/5gZkspRLEDGfqKKKlW0zcv,0.758,202667,0.554,5gZkspRLEDGfqKKKlW0zcv,0.0,2,0.126,-7.249,1,0.0412,103.003,4,https://api.spotify.com/v1/tracks/5gZkspRLEDGfqKKKlW0zcv,audio_features,spotify:track:5gZkspRLEDGfqKKKlW0zcv,0.459
125,126,Turning Up,ARASHI,201744,https://open.spotify.com/track/4zdQmfTLWgGd5mAX4MUIaX,0.0225,https://api.spotify.com/v1/audio-analysis/4zdQmfTLWgGd5mAX4MUIaX,0.769,182633,0.817,4zdQmfTLWgGd5mAX4MUIaX,1.03e-06,1,0.244,-5.409,1,0.103,118.021,4,https://api.spotify.com/v1/tracks/4zdQmfTLWgGd5mAX4MUIaX,audio_features,spotify:track:4zdQmfTLWgGd5mAX4MUIaX,0.896
126,127,DNA,BTS,201177,https://open.spotify.com/track/5SE57ljOIUJ1ybL9U6CuBH,0.022,https://api.spotify.com/v1/audio-analysis/5SE57ljOIUJ1ybL9U6CuBH,0.598,223123,0.775,5SE57ljOIUJ1ybL9U6CuBH,0.0,1,0.0677,-4.035,0,0.0545,129.819,4,https://api.spotify.com/v1/tracks/5SE57ljOIUJ1ybL9U6CuBH,audio_features,spotify:track:5SE57ljOIUJ1ybL9U6CuBH,0.687
127,128,ICY,ITZY,200828,https://open.spotify.com/track/7zFBtYAVURF3bUVqEQ6UUu,0.0324,https://api.spotify.com/v1/audio-analysis/7zFBtYAVURF3bUVqEQ6UUu,0.801,191142,0.904,7zFBtYAVURF3bUVqEQ6UUu,3.1e-05,2,0.182,-2.819,1,0.0834,124.979,4,https://api.spotify.com/v1/tracks/7zFBtYAVURF3bUVqEQ6UUu,audio_features,spotify:track:7zFBtYAVURF3bUVqEQ6UUu,0.814
128,129,FANCY,TWICE,200565,https://open.spotify.com/track/0W5hTAWn8Tq0Qfhg1XP3YW,0.0122,https://api.spotify.com/v1/audio-analysis/0W5hTAWn8Tq0Qfhg1XP3YW,0.697,213880,0.874,0W5hTAWn8Tq0Qfhg1XP3YW,0.0,5,0.627,-2.15,0,0.045,132.022,4,https://api.spotify.com/v1/tracks/0W5hTAWn8Tq0Qfhg1XP3YW,audio_features,spotify:track:0W5hTAWn8Tq0Qfhg1XP3YW,0.775
129,130,Prince,SANARI,200372,https://open.spotify.com/track/1lZgpaHTGgMh6Nr0ABNyh0,0.224,https://api.spotify.com/v1/audio-analysis/1lZgpaHTGgMh6Nr0ABNyh0,0.802,249660,0.838,1lZgpaHTGgMh6Nr0ABNyh0,0.0,9,0.0852,-5.172,1,0.0512,99.989,4,https://api.spotify.com/v1/tracks/1lZgpaHTGgMh6Nr0ABNyh0,audio_features,spotify:track:1lZgpaHTGgMh6Nr0ABNyh0,0.675
130,131,かつて天才だった俺たちへ,Creepy Nuts,199053,https://open.spotify.com/track/4qjpey2aljl28C40NmTcgQ,0.0567,https://api.spotify.com/v1/audio-analysis/4qjpey2aljl28C40NmTcgQ,0.789,214080,0.893,4qjpey2aljl28C40NmTcgQ,0.0,9,0.0766,-1.74,0,0.0446,105.005,4,https://api.spotify.com/v1/tracks/4qjpey2aljl28C40NmTcgQ,audio_features,spotify:track:4qjpey2aljl28C40NmTcgQ,0.732
131,132,You Never Know,BLACKPINK,198156,https://open.spotify.com/track/39kzWAiVPpycdMpr745oPj,0.248,https://api.spotify.com/v1/audio-analysis/39kzWAiVPpycdMpr745oPj,0.39,229213,0.475,39kzWAiVPpycdMpr745oPj,0.0,5,0.158,-5.489,1,0.0989,72.088,4,https://api.spotify.com/v1/tracks/39kzWAiVPpycdMpr745oPj,audio_features,spotify:track:39kzWAiVPpycdMpr745oPj,0.276
132,133,ブルーベリー・ナイツ,macaroni enpitsu,198138,https://open.spotify.com/track/2UdvMWk0Z83lMJPbawy2Sm,0.278,https://api.spotify.com/v1/audio-analysis/2UdvMWk0Z83lMJPbawy2Sm,0.66,244869,0.865,2UdvMWk0Z83lMJPbawy2Sm,0.0,5,0.0931,-3.642,1,0.0277,106.008,4,https://api.spotify.com/v1/tracks/2UdvMWk0Z83lMJPbawy2Sm,audio_features,spotify:track:2UdvMWk0Z83lMJPbawy2Sm,0.772
133,134,愛をこめて花束を,Superfly,194938,https://open.spotify.com/track/7CmWXD3w1xOO53AAO4LRVQ,0.151,https://api.spotify.com/v1/audio-analysis/7CmWXD3w1xOO53AAO4LRVQ,0.37,295600,0.8,7CmWXD3w1xOO53AAO4LRVQ,3.33e-06,7,0.089,-3.403,1,0.0436,161.934,4,https://api.spotify.com/v1/tracks/7CmWXD3w1xOO53AAO4LRVQ,audio_features,spotify:track:7CmWXD3w1xOO53AAO4LRVQ,0.451
134,135,Sunny drop,Novelbright,194615,https://open.spotify.com/track/02ZsOeVtenrP80YpRPSonZ,0.00071,https://api.spotify.com/v1/audio-analysis/02ZsOeVtenrP80YpRPSonZ,0.497,242333,0.918,02ZsOeVtenrP80YpRPSonZ,0.0,6,0.155,-2.689,1,0.0377,100.024,4,https://api.spotify.com/v1/tracks/02ZsOeVtenrP80YpRPSonZ,audio_features,spotify:track:02ZsOeVtenrP80YpRPSonZ,0.582
135,136,君がくれた夏,Leo Ieiri,194369,https://open.spotify.com/track/6woHdm2NKm0RHbuO7qt4ww,0.31,https://api.spotify.com/v1/audio-analysis/6woHdm2NKm0RHbuO7qt4ww,0.51,258680,0.615,6woHdm2NKm0RHbuO7qt4ww,0.0,1,0.117,-4.207,1,0.0283,169.814,4,https://api.spotify.com/v1/tracks/6woHdm2NKm0RHbuO7qt4ww,audio_features,spotify:track:6woHdm2NKm0RHbuO7qt4ww,0.463
136,137,Negai,sumika,193795,https://open.spotify.com/track/0ophTl8mevsVgtH7V0XV0g,0.0584,https://api.spotify.com/v1/audio-analysis/0ophTl8mevsVgtH7V0XV0g,0.553,310693,0.837,0ophTl8mevsVgtH7V0XV0g,0.0,2,0.101,-5.343,1,0.0296,90.991,4,https://api.spotify.com/v1/tracks/0ophTl8mevsVgtH7V0XV0g,audio_features,spotify:track:0ophTl8mevsVgtH7V0XV0g,0.738
137,138,アイノカタチ,MISIA,193176,https://open.spotify.com/track/76flsS3UnNr7UQIz6JmVT3,0.0241,https://api.spotify.com/v1/audio-analysis/76flsS3UnNr7UQIz6JmVT3,0.379,262693,0.653,76flsS3UnNr7UQIz6JmVT3,0.0,6,0.196,-6.247,1,0.0338,179.964,4,https://api.spotify.com/v1/tracks/76flsS3UnNr7UQIz6JmVT3,audio_features,spotify:track:76flsS3UnNr7UQIz6JmVT3,0.303
138,139,みかんハート,C&K,192952,https://open.spotify.com/track/1H9jJvALjdKH3C3Ol0w765,0.589,https://api.spotify.com/v1/audio-analysis/1H9jJvALjdKH3C3Ol0w765,0.561,336840,0.358,1H9jJvALjdKH3C3Ol0w765,0.0,6,0.117,-6.39,1,0.028,129.029,4,https://api.spotify.com/v1/tracks/1H9jJvALjdKH3C3Ol0w765,audio_features,spotify:track:1H9jJvALjdKH3C3Ol0w765,0.204
139,140,My Boo,Shota Shimizu,192489,https://open.spotify.com/track/2gasr6aemUqZIBBN05EO03,0.307,https://api.spotify.com/v1/audio-analysis/2gasr6aemUqZIBBN05EO03,0.719,270867,0.718,2gasr6aemUqZIBBN05EO03,0.000178,2,0.0846,-4.996,1,0.0316,153.937,4,https://api.spotify.com/v1/tracks/2gasr6aemUqZIBBN05EO03,audio_features,spotify:track:2gasr6aemUqZIBBN05EO03,0.693
140,141,夏夜のマジック,Indigo la End,190608,https://open.spotify.com/track/144pIQC3mpmUkZXMt8fIwb,0.222,https://api.spotify.com/v1/audio-analysis/144pIQC3mpmUkZXMt8fIwb,0.465,305640,0.818,144pIQC3mpmUkZXMt8fIwb,0.0,2,0.216,-3.855,0,0.0385,80.024,4,https://api.spotify.com/v1/tracks/144pIQC3mpmUkZXMt8fIwb,audio_features,spotify:track:144pIQC3mpmUkZXMt8fIwb,0.669
141,142,クリスマスソング,back number,189474,https://open.spotify.com/track/5P8ZvBQoCrujjNcLAxO3Su,0.128,https://api.spotify.com/v1/audio-analysis/5P8ZvBQoCrujjNcLAxO3Su,0.404,340080,0.705,5P8ZvBQoCrujjNcLAxO3Su,0.0,4,0.123,-3.324,1,0.0315,154.02,4,https://api.spotify.com/v1/tracks/5P8ZvBQoCrujjNcLAxO3Su,audio_features,spotify:track:5P8ZvBQoCrujjNcLAxO3Su,0.42
142,143,Kill This Love,BLACKPINK,188802,https://open.spotify.com/track/4pUCKHjJ4Ijewc37rRrvHn,0.32,https://api.spotify.com/v1/audio-analysis/4pUCKHjJ4Ijewc37rRrvHn,0.738,189052,0.861,4pUCKHjJ4Ijewc37rRrvHn,0.00175,2,0.325,-4.141,1,0.237,131.974,4,https://api.spotify.com/v1/tracks/4pUCKHjJ4Ijewc37rRrvHn,audio_features,spotify:track:4pUCKHjJ4Ijewc37rRrvHn,0.58
143,144,全力少年,Sukima Switch,188660,https://open.spotify.com/track/3Ztjw8utVpcrzms1RrsJvR,0.25,https://api.spotify.com/v1/audio-analysis/3Ztjw8utVpcrzms1RrsJvR,0.639,272747,0.79,3Ztjw8utVpcrzms1RrsJvR,0.0,2,0.299,-4.156,1,0.0263,133.948,4,https://api.spotify.com/v1/tracks/3Ztjw8utVpcrzms1RrsJvR,audio_features,spotify:track:3Ztjw8utVpcrzms1RrsJvR,0.733
144,145,カムパネルラ,Kenshi Yonezu,186712,https://open.spotify.com/track/2WI2is2NtH0WTs7zfKNpcE,0.0806,https://api.spotify.com/v1/audio-analysis/2WI2is2NtH0WTs7zfKNpcE,0.448,235720,0.853,2WI2is2NtH0WTs7zfKNpcE,0.0,11,0.0706,-5.661,0,0.164,88.749,3,https://api.spotify.com/v1/tracks/2WI2is2NtH0WTs7zfKNpcE,audio_features,spotify:track:2WI2is2NtH0WTs7zfKNpcE,0.786
145,146,欲望に満ちた青年団,ONE OK ROCK,183126,https://open.spotify.com/track/6D6Pybzey0shI8U9ttRAPx,0.0479,https://api.spotify.com/v1/audio-analysis/6D6Pybzey0shI8U9ttRAPx,0.554,202200,0.752,6D6Pybzey0shI8U9ttRAPx,0.0,11,0.364,-5.473,1,0.0303,87.985,4,https://api.spotify.com/v1/tracks/6D6Pybzey0shI8U9ttRAPx,audio_features,spotify:track:6D6Pybzey0shI8U9ttRAPx,0.694
146,147,愛唄,GReeeeN,182768,https://open.spotify.com/track/7iXHLtPosbHvglVSJ4rxLq,0.0839,https://api.spotify.com/v1/audio-analysis/7iXHLtPosbHvglVSJ4rxLq,0.505,236253,0.791,7iXHLtPosbHvglVSJ4rxLq,0.0,8,0.187,-3.729,1,0.0308,169.964,4,https://api.spotify.com/v1/tracks/7iXHLtPosbHvglVSJ4rxLq,audio_features,spotify:track:7iXHLtPosbHvglVSJ4rxLq,0.425
147,148,天体観測,BUMP OF CHICKEN,180744,https://open.spotify.com/track/3hRRYgBeunE3PTmnzATTS0,0.381,https://api.spotify.com/v1/audio-analysis/3hRRYgBeunE3PTmnzATTS0,0.366,263600,0.949,3hRRYgBeunE3PTmnzATTS0,0.0,1,0.0902,-3.552,1,0.11,164.979,4,https://api.spotify.com/v1/tracks/3hRRYgBeunE3PTmnzATTS0,audio_features,spotify:track:3hRRYgBeunE3PTmnzATTS0,0.467
148,149,달라달라 (DALLA DALLA),ITZY,180560,https://open.spotify.com/track/0GU5GuJQQEnnREO2FxnVPT,0.00116,https://api.spotify.com/v1/audio-analysis/0GU5GuJQQEnnREO2FxnVPT,0.79,199874,0.853,0GU5GuJQQEnnREO2FxnVPT,4.23e-05,11,0.329,-4.564,0,0.0665,124.998,4,https://api.spotify.com/v1/tracks/0GU5GuJQQEnnREO2FxnVPT,audio_features,spotify:track:0GU5GuJQQEnnREO2FxnVPT,0.713
149,150,Dolphin,OH MY GIRL,180142,https://open.spotify.com/track/3NfgdU9mbIVhcJF3XvC0c9,0.171,https://api.spotify.com/v1/audio-analysis/3NfgdU9mbIVhcJF3XvC0c9,0.858,176773,0.68,3NfgdU9mbIVhcJF3XvC0c9,0.0,4,0.173,-4.531,1,0.0795,113.993,4,https://api.spotify.com/v1/tracks/3NfgdU9mbIVhcJF3XvC0c9,audio_features,spotify:track:3NfgdU9mbIVhcJF3XvC0c9,0.621
150,151,Vintage,Official HIGE DANdism,179580,https://open.spotify.com/track/0VJjfALZ6SuIQumrTgF3tJ,0.204,https://api.spotify.com/v1/audio-analysis/0VJjfALZ6SuIQumrTgF3tJ,0.449,252566,0.819,0VJjfALZ6SuIQumrTgF3tJ,0.0,2,0.289,-5.169,1,0.0513,180.019,4,https://api.spotify.com/v1/tracks/0VJjfALZ6SuIQumrTgF3tJ,audio_features,spotify:track:0VJjfALZ6SuIQumrTgF3tJ,0.507
151,152,bad guy,Billie Eilish,179513,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,0.328,https://api.spotify.com/v1/audio-analysis/2Fxmhks0bxGSBdJ92vM42m,0.701,194088,0.425,2Fxmhks0bxGSBdJ92vM42m,0.13,7,0.1,-10.965,1,0.375,135.128,4,https://api.spotify.com/v1/tracks/2Fxmhks0bxGSBdJ92vM42m,audio_features,spotify:track:2Fxmhks0bxGSBdJ92vM42m,0.562
152,153,浮気されたけどまだ好きって曲。,りりあ。,178521,https://open.spotify.com/track/5VDFdX4rP5EN3U7UKSZiE7,0.801,https://api.spotify.com/v1/audio-analysis/5VDFdX4rP5EN3U7UKSZiE7,0.621,213333,0.373,5VDFdX4rP5EN3U7UKSZiE7,1.45e-05,1,0.0983,-9.286,1,0.0437,80.924,4,https://api.spotify.com/v1/tracks/5VDFdX4rP5EN3U7UKSZiE7,audio_features,spotify:track:5VDFdX4rP5EN3U7UKSZiE7,0.492
153,154,Route 246,Nogizaka46,177893,https://open.spotify.com/track/7zC66d7FERcogZkgW7lgnq,0.341,https://api.spotify.com/v1/audio-analysis/7zC66d7FERcogZkgW7lgnq,0.73,232332,0.838,7zC66d7FERcogZkgW7lgnq,0.0,7,0.433,-2.959,1,0.0312,124.953,4,https://api.spotify.com/v1/tracks/7zC66d7FERcogZkgW7lgnq,audio_features,spotify:track:7zC66d7FERcogZkgW7lgnq,0.847
154,155,Way Back Home,SHAUN,176896,https://open.spotify.com/track/3NxuezMdSLgt4OwHzBoUhL,0.405,https://api.spotify.com/v1/audio-analysis/3NxuezMdSLgt4OwHzBoUhL,0.745,214137,0.739,3NxuezMdSLgt4OwHzBoUhL,0.000183,10,0.127,-4.591,1,0.0327,99.913,4,https://api.spotify.com/v1/tracks/3NxuezMdSLgt4OwHzBoUhL,audio_features,spotify:track:3NxuezMdSLgt4OwHzBoUhL,0.556
155,156,コイワズライ,Aimer,176879,https://open.spotify.com/track/5v2xgL8y4XI0hi50cU574j,0.297,https://api.spotify.com/v1/audio-analysis/5v2xgL8y4XI0hi50cU574j,0.675,232333,0.499,5v2xgL8y4XI0hi50cU574j,0.0,10,0.337,-5.825,1,0.0258,93.917,4,https://api.spotify.com/v1/tracks/5v2xgL8y4XI0hi50cU574j,audio_features,spotify:track:5v2xgL8y4XI0hi50cU574j,0.775
156,157,眠り姫,SEKAI NO OWARI,175549,https://open.spotify.com/track/45K0qNLo4nltgbQ7c6bfqs,0.169,https://api.spotify.com/v1/audio-analysis/45K0qNLo4nltgbQ7c6bfqs,0.34,326640,0.817,45K0qNLo4nltgbQ7c6bfqs,0.0,10,0.1,-5.226,1,0.0497,96.907,4,https://api.spotify.com/v1/tracks/45K0qNLo4nltgbQ7c6bfqs,audio_features,spotify:track:45K0qNLo4nltgbQ7c6bfqs,0.396
157,158,Mad at Disney,salem ilese,174385,https://open.spotify.com/track/7aGyRfJWtLqgJaZoG9lJhE,0.424,https://api.spotify.com/v1/audio-analysis/7aGyRfJWtLqgJaZoG9lJhE,0.738,136839,0.621,7aGyRfJWtLqgJaZoG9lJhE,7.39e-06,0,0.692,-7.313,1,0.0486,113.968,4,https://api.spotify.com/v1/tracks/7aGyRfJWtLqgJaZoG9lJhE,audio_features,spotify:track:7aGyRfJWtLqgJaZoG9lJhE,0.715
158,159,どろん,King Gnu,173621,https://open.spotify.com/track/2JY4tbfUERXveQxv6wTFFv,0.303,https://api.spotify.com/v1/audio-analysis/2JY4tbfUERXveQxv6wTFFv,0.579,182853,0.945,2JY4tbfUERXveQxv6wTFFv,0.0,8,0.318,-1.669,1,0.0474,120.057,4,https://api.spotify.com/v1/tracks/2JY4tbfUERXveQxv6wTFFv,audio_features,spotify:track:2JY4tbfUERXveQxv6wTFFv,0.576
159,160,Love so sweet,ARASHI,173064,https://open.spotify.com/track/5I6JLJqnZICLvPebTj2YCm,0.1,https://api.spotify.com/v1/audio-analysis/5I6JLJqnZICLvPebTj2YCm,0.584,289846,0.849,5I6JLJqnZICLvPebTj2YCm,0.0,0,0.304,-3.983,1,0.0403,139.032,4,https://api.spotify.com/v1/tracks/5I6JLJqnZICLvPebTj2YCm,audio_features,spotify:track:5I6JLJqnZICLvPebTj2YCm,0.707
160,161,WAP (feat. Megan Thee Stallion),Cardi B,171449,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih,0.0194,https://api.spotify.com/v1/audio-analysis/4Oun2ylbjFKMPTiaSbbCih,0.935,187541,0.454,4Oun2ylbjFKMPTiaSbbCih,0.0,1,0.0824,-7.509,1,0.375,133.073,4,https://api.spotify.com/v1/tracks/4Oun2ylbjFKMPTiaSbbCih,audio_features,spotify:track:4Oun2ylbjFKMPTiaSbbCih,0.357
161,162,Savage Love (Laxed - Siren Beat),Jawsh 685,171202,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c,0.234,https://api.spotify.com/v1/audio-analysis/1xQ6trAsedVPCdbtDAmk0c,0.767,171375,0.481,1xQ6trAsedVPCdbtDAmk0c,0.0,0,0.269,-8.52,0,0.0803,150.076,4,https://api.spotify.com/v1/tracks/1xQ6trAsedVPCdbtDAmk0c,audio_features,spotify:track:1xQ6trAsedVPCdbtDAmk0c,0.761
162,163,可愛い君が愛おしい!,Sui,171038,https://open.spotify.com/track/6JmTrd6VvMOWZFBk439e28,0.000228,https://api.spotify.com/v1/audio-analysis/6JmTrd6VvMOWZFBk439e28,0.426,152440,0.859,6JmTrd6VvMOWZFBk439e28,0.0,1,0.305,-3.066,0,0.0603,91.902,4,https://api.spotify.com/v1/tracks/6JmTrd6VvMOWZFBk439e28,audio_features,spotify:track:6JmTrd6VvMOWZFBk439e28,0.66
